"MUNICIPIO";"ANO";"MES";"CASOS"
"BUIQUE";2011;6;1
"BUIQUE";2011;7;3
"BUIQUE";2011;8;0
"BUIQUE";2011;9;1
"BUIQUE";2011;10;0
"BUIQUE";2011;11;0
"BUIQUE";2011;12;0
"CABO DE SANTO AGOSTINHO";2011;1;7
"CABO DE SANTO AGOSTINHO";2011;2;19
"CABO DE SANTO AGOSTINHO";2011;3;28
"CABO DE SANTO AGOSTINHO";2011;4;28
"CABO DE SANTO AGOSTINHO";2011;5;36
"CABO DE SANTO AGOSTINHO";2011;6;19
"CABO DE SANTO AGOSTINHO";2011;7;9
"CABO DE SANTO AGOSTINHO";2011;8;6
"CABO DE SANTO AGOSTINHO";2011;9;4
"CABO DE SANTO AGOSTINHO";2011;10;4
"CABO DE SANTO AGOSTINHO";2011;11;1
"CABO DE SANTO AGOSTINHO";2011;12;3
"CABROBO";2011;1;0
"CABROBO";2011;2;1
"CABROBO";2011;3;1
"CABROBO";2011;4;8
"CABROBO";2011;5;11
"CABROBO";2011;6;8
"CABROBO";2011;7;6
"CABROBO";2011;8;3
"CABROBO";2011;9;0
"CABROBO";2011;10;0
"CABROBO";2011;11;0
"CABROBO";2011;12;0
"CACHOEIRINHA";2011;1;0
"CACHOEIRINHA";2011;2;0
"CACHOEIRINHA";2011;3;1
"CACHOEIRINHA";2011;4;0
"CACHOEIRINHA";2011;5;0
"CACHOEIRINHA";2011;6;0
"CACHOEIRINHA";2011;7;0
"CACHOEIRINHA";2011;8;0
"CACHOEIRINHA";2011;9;0
"CACHOEIRINHA";2011;10;1
"CACHOEIRINHA";2011;11;0
"CACHOEIRINHA";2011;12;0
"CAETES";2011;1;1
"CAETES";2011;2;5
"CAETES";2011;3;9
"CAETES";2011;4;21
"CAETES";2011;5;4
"CAETES";2011;6;0
"CAETES";2011;7;2
"CAETES";2011;8;0
"CAETES";2011;9;0
"CAETES";2011;10;0
"CAETES";2011;11;2
"CAETES";2011;12;0
"CALCADO";2011;1;0
"CALCADO";2011;2;1
"CALCADO";2011;3;1
"CALCADO";2011;4;2
"CALCADO";2011;5;1
"CALCADO";2011;6;0
"CALCADO";2011;7;0
"CALCADO";2011;8;0
"CALCADO";2011;9;0
"CALCADO";2011;10;0
"CALCADO";2011;11;0
"CALCADO";2011;12;0
"CALUMBI";2011;1;0
"CALUMBI";2011;2;1
"CALUMBI";2011;3;2
"CALUMBI";2011;4;0
"CALUMBI";2011;5;1
"CALUMBI";2011;6;0
"CALUMBI";2011;7;0
"CALUMBI";2011;8;0
"CALUMBI";2011;9;0
"CALUMBI";2011;10;0
"CALUMBI";2011;11;0
"CALUMBI";2011;12;0
"CAMARAGIBE";2011;1;1
"CAMARAGIBE";2011;2;6
"CAMARAGIBE";2011;3;27
"CAMARAGIBE";2011;4;5
"CAMARAGIBE";2011;5;17
"CAMARAGIBE";2011;6;11
"CAMARAGIBE";2011;7;3
"CAMARAGIBE";2011;8;4
"CAMARAGIBE";2011;9;0
"CAMARAGIBE";2011;10;3
"CAMARAGIBE";2011;11;0
"CAMARAGIBE";2011;12;1
"CAMOCIM DE SAO FELIX";2011;1;0
"CAMOCIM DE SAO FELIX";2011;2;0
"CAMOCIM DE SAO FELIX";2011;3;0
"CAMOCIM DE SAO FELIX";2011;4;3
"CAMOCIM DE SAO FELIX";2011;5;3
"CAMOCIM DE SAO FELIX";2011;6;0
"CAMOCIM DE SAO FELIX";2011;7;0
"CAMOCIM DE SAO FELIX";2011;8;0
"CAMOCIM DE SAO FELIX";2011;9;0
"CAMOCIM DE SAO FELIX";2011;10;0
"CAMOCIM DE SAO FELIX";2011;11;0
"CAMOCIM DE SAO FELIX";2011;12;0
"CAMUTANGA";2011;1;0
"CAMUTANGA";2011;2;0
"CAMUTANGA";2011;3;0
"CAMUTANGA";2011;4;1
"CAMUTANGA";2011;5;0
"CAMUTANGA";2011;6;0
"CAMUTANGA";2011;7;0
"CAMUTANGA";2011;8;0
"CAMUTANGA";2011;9;0
"CAMUTANGA";2011;10;0
"CAMUTANGA";2011;11;0
"CAMUTANGA";2011;12;0
"CANHOTINHO";2011;1;0
"CANHOTINHO";2011;2;0
"CANHOTINHO";2011;3;3
"CANHOTINHO";2011;4;7
"CANHOTINHO";2011;5;6
"CANHOTINHO";2011;6;1
"CANHOTINHO";2011;7;1
"CANHOTINHO";2011;8;0
"CANHOTINHO";2011;9;0
"CANHOTINHO";2011;10;0
"CANHOTINHO";2011;11;0
"CANHOTINHO";2011;12;0
"CAPOEIRAS";2011;1;0
"CAPOEIRAS";2011;2;0
"CAPOEIRAS";2011;3;2
"CAPOEIRAS";2011;4;2
"CAPOEIRAS";2011;5;3
"CAPOEIRAS";2011;6;6
"CAPOEIRAS";2011;7;1
"CAPOEIRAS";2011;8;1
"CAPOEIRAS";2011;9;0
"CAPOEIRAS";2011;10;0
"CAPOEIRAS";2011;11;0
"CAPOEIRAS";2011;12;0
"CARNAIBA";2011;1;5
"CARNAIBA";2011;2;14
"CARNAIBA";2011;3;16
"CARNAIBA";2011;4;19
"CARNAIBA";2011;5;22
"CARNAIBA";2011;6;1
"CARNAIBA";2011;7;2
"CARNAIBA";2011;8;0
"CARNAIBA";2011;9;0
"CARNAIBA";2011;10;0
"CARNAIBA";2011;11;0
"CARNAIBA";2011;12;0
"CARNAUBEIRA DA PENHA";2011;1;0
"CARNAUBEIRA DA PENHA";2011;2;0
"CARNAUBEIRA DA PENHA";2011;3;0
"CARNAUBEIRA DA PENHA";2011;4;1
"CARNAUBEIRA DA PENHA";2011;5;2
"CARNAUBEIRA DA PENHA";2011;6;0
"CARNAUBEIRA DA PENHA";2011;7;0
"CARNAUBEIRA DA PENHA";2011;8;0
"CARNAUBEIRA DA PENHA";2011;9;0
"CARNAUBEIRA DA PENHA";2011;10;0
"CARNAUBEIRA DA PENHA";2011;11;0
"CARNAUBEIRA DA PENHA";2011;12;0
"CARPINA";2011;1;25
"CARPINA";2011;2;128
"CARPINA";2011;3;121
"CARPINA";2011;4;110
"CARPINA";2011;5;61
"CARPINA";2011;6;34
"CARPINA";2011;7;15
"CARPINA";2011;8;3
"CARPINA";2011;9;6
"CARPINA";2011;10;9
"CARPINA";2011;11;1
"CARPINA";2011;12;1
"CARUARU";2011;1;1
"CARUARU";2011;2;7
"CARUARU";2011;3;8
"CARUARU";2011;4;6
"CARUARU";2011;5;3
"CARUARU";2011;6;2
"CARUARU";2011;7;4
"CARUARU";2011;8;6
"CARUARU";2011;9;2
"CARUARU";2011;10;1
"CARUARU";2011;11;2
"CARUARU";2011;12;0
"CASINHAS";2011;1;0
"CASINHAS";2011;2;0
"CASINHAS";2011;3;0
"CASINHAS";2011;4;2
"CASINHAS";2011;5;0
"CASINHAS";2011;6;0
"CASINHAS";2011;7;0
"CASINHAS";2011;8;0
"CASINHAS";2011;9;1
"CASINHAS";2011;10;0
"CASINHAS";2011;11;2
"CASINHAS";2011;12;0
"CATENDE";2011;1;0
"CATENDE";2011;2;1
"CATENDE";2011;3;0
"CATENDE";2011;4;2
"CATENDE";2011;5;0
"CATENDE";2011;6;0
"CATENDE";2011;7;0
"CATENDE";2011;8;1
"CATENDE";2011;9;1
"CATENDE";2011;10;0
"CATENDE";2011;11;0
"CATENDE";2011;12;0
"CEDRO";2011;1;0
"CEDRO";2011;2;4
"CEDRO";2011;3;3
"CEDRO";2011;4;2
"CEDRO";2011;5;1
"CEDRO";2011;6;0
"CEDRO";2011;7;0
"CEDRO";2011;8;0
"CEDRO";2011;9;0
"CEDRO";2011;10;1
"CEDRO";2011;11;0
"CEDRO";2011;12;0
"CHA DE ALEGRIA";2011;1;0
"CHA DE ALEGRIA";2011;2;0
"CHA DE ALEGRIA";2011;3;0
"CHA DE ALEGRIA";2011;4;0
"CHA DE ALEGRIA";2011;5;0
"CHA DE ALEGRIA";2011;6;1
"CHA DE ALEGRIA";2011;7;0
"CHA DE ALEGRIA";2011;8;1
"CHA DE ALEGRIA";2011;9;0
"CHA DE ALEGRIA";2011;10;0
"CHA DE ALEGRIA";2011;11;0
"CHA DE ALEGRIA";2011;12;0
"CHA GRANDE";2011;1;3
"CHA GRANDE";2011;2;1
"CHA GRANDE";2011;3;2
"CHA GRANDE";2011;4;0
"CHA GRANDE";2011;5;3
"CHA GRANDE";2011;6;6
"CHA GRANDE";2011;7;4
"CHA GRANDE";2011;8;7
"CHA GRANDE";2011;9;1
"CHA GRANDE";2011;10;9
"CHA GRANDE";2011;11;2
"CHA GRANDE";2011;12;3
"CONDADO";2011;1;19
"CONDADO";2011;2;35
"CONDADO";2011;3;60
"CONDADO";2011;4;43
"CONDADO";2011;5;40
"CONDADO";2011;6;16
"CONDADO";2011;7;6
"CONDADO";2011;8;5
"CONDADO";2011;9;5
"CONDADO";2011;10;6
"CONDADO";2011;11;1
"CONDADO";2011;12;5
"CORRENTES";2011;1;0
"CORRENTES";2011;2;0
"CORRENTES";2011;3;0
"CORRENTES";2011;4;0
"CORRENTES";2011;5;1
"CORRENTES";2011;6;2
"CORRENTES";2011;7;1
"CORRENTES";2011;8;1
"CORRENTES";2011;9;0
"CORRENTES";2011;10;0
"CORRENTES";2011;11;0
"CORRENTES";2011;12;0
"CORTES";2011;1;0
"CORTES";2011;2;0
"CORTES";2011;3;3
"CORTES";2011;4;0
"CORTES";2011;5;0
"CORTES";2011;6;0
"CORTES";2011;7;0
"CORTES";2011;8;0
"CORTES";2011;9;0
"CORTES";2011;10;0
"CORTES";2011;11;0
"CORTES";2011;12;0
"CUMARU";2011;1;10
"CUMARU";2011;2;4
"CUMARU";2011;3;3
"CUMARU";2011;4;0
"CUMARU";2011;5;4
"CUMARU";2011;6;8
"CUMARU";2011;7;1
"CUMARU";2011;8;0
"CUMARU";2011;9;2
"CUMARU";2011;10;0
"CUMARU";2011;11;0
"CUMARU";2011;12;0
"CUPIRA";2011;1;0
"CUPIRA";2011;2;0
"CUPIRA";2011;3;0
"CUPIRA";2011;4;1
"CUPIRA";2011;5;0
"CUPIRA";2011;6;0
"CUPIRA";2011;7;0
"CUPIRA";2011;8;0
"CUPIRA";2011;9;0
"CUPIRA";2011;10;0
"CUPIRA";2011;11;0
"CUPIRA";2011;12;0
"CUSTODIA";2011;1;0
"CUSTODIA";2011;2;0
"CUSTODIA";2011;3;0
"CUSTODIA";2011;4;0
"CUSTODIA";2011;5;0
"CUSTODIA";2011;6;0
"CUSTODIA";2011;7;0
"CUSTODIA";2011;8;0
"CUSTODIA";2011;9;1
"CUSTODIA";2011;10;0
"CUSTODIA";2011;11;0
"CUSTODIA";2011;12;0
"DORMENTES";2011;1;0
"DORMENTES";2011;2;0
"DORMENTES";2011;3;0
"DORMENTES";2011;4;0
"DORMENTES";2011;5;1
"DORMENTES";2011;6;1
"DORMENTES";2011;7;3
"DORMENTES";2011;8;0
"DORMENTES";2011;9;0
"DORMENTES";2011;10;0
"DORMENTES";2011;11;0
"DORMENTES";2011;12;0
"ESCADA";2011;1;1
"ESCADA";2011;2;0
"ESCADA";2011;3;26
"ESCADA";2011;4;4
"ESCADA";2011;5;1
"ESCADA";2011;6;1
"ESCADA";2011;7;3
"ESCADA";2011;8;0
"ESCADA";2011;9;0
"ESCADA";2011;10;0
"ESCADA";2011;11;0
"ESCADA";2011;12;0
"EXU";2011;1;0
"EXU";2011;2;5
"EXU";2011;3;5
"EXU";2011;4;8
"EXU";2011;5;1
"EXU";2011;6;0
"EXU";2011;7;0
"EXU";2011;8;0
"EXU";2011;9;0
"EXU";2011;10;0
"EXU";2011;11;0
"EXU";2011;12;0
"FERNANDO DE NORONHA";2011;1;1
"FERNANDO DE NORONHA";2011;2;0
"FERNANDO DE NORONHA";2011;3;7
"FERNANDO DE NORONHA";2011;4;3
"FERNANDO DE NORONHA";2011;5;8
"FERNANDO DE NORONHA";2011;6;0
"FERNANDO DE NORONHA";2011;7;2
"FERNANDO DE NORONHA";2011;8;0
"FERNANDO DE NORONHA";2011;9;0
"FERNANDO DE NORONHA";2011;10;0
"FERNANDO DE NORONHA";2011;11;0
"FERNANDO DE NORONHA";2011;12;0
"FERREIROS";2011;1;0
"FERREIROS";2011;2;0
"FERREIROS";2011;3;6
"FERREIROS";2011;4;0
"FERREIROS";2011;5;0
"FERREIROS";2011;6;0
"FERREIROS";2011;7;0
"FERREIROS";2011;8;0
"FERREIROS";2011;9;0
"FERREIROS";2011;10;0
"FERREIROS";2011;11;0
"FERREIROS";2011;12;0
"FLORES";2011;1;1
"FLORES";2011;2;1
"FLORES";2011;3;3
"FLORES";2011;4;1
"FLORES";2011;5;0
"FLORES";2011;6;0
"FLORES";2011;7;0
"FLORES";2011;8;0
"FLORES";2011;9;0
"FLORES";2011;10;2
"FLORES";2011;11;0
"FLORES";2011;12;0
"FLORESTA";2011;1;7
"FLORESTA";2011;2;7
"FLORESTA";2011;3;15
"FLORESTA";2011;4;1
"FLORESTA";2011;5;1
"FLORESTA";2011;6;1
"FLORESTA";2011;7;0
"FLORESTA";2011;8;0
"FLORESTA";2011;9;1
"FLORESTA";2011;10;0
"FLORESTA";2011;11;1
"FLORESTA";2011;12;0
"GAMELEIRA";2011;1;1
"GAMELEIRA";2011;2;1
"GAMELEIRA";2011;3;16
"GAMELEIRA";2011;4;5
"GAMELEIRA";2011;5;4
"GAMELEIRA";2011;6;2
"GAMELEIRA";2011;7;0
"GAMELEIRA";2011;8;0
"GAMELEIRA";2011;9;0
"GAMELEIRA";2011;10;0
"GAMELEIRA";2011;11;0
"GAMELEIRA";2011;12;0
"GARANHUNS";2011;1;8
"GARANHUNS";2011;2;10
"GARANHUNS";2011;3;26
"GARANHUNS";2011;4;300
"GARANHUNS";2011;5;239
"GARANHUNS";2011;6;92
"GARANHUNS";2011;7;63
"GARANHUNS";2011;8;26
"GARANHUNS";2011;9;10
"GARANHUNS";2011;10;5
"GARANHUNS";2011;11;0
"GARANHUNS";2011;12;0
"GLORIA DO GOITA";2011;1;0
"GLORIA DO GOITA";2011;2;0
"GLORIA DO GOITA";2011;3;5
"GLORIA DO GOITA";2011;4;3
"GLORIA DO GOITA";2011;5;2
"GLORIA DO GOITA";2011;6;6
"GLORIA DO GOITA";2011;7;2
"GLORIA DO GOITA";2011;8;0
"GLORIA DO GOITA";2011;9;2
"GLORIA DO GOITA";2011;10;6
"GLORIA DO GOITA";2011;11;6
"GLORIA DO GOITA";2011;12;1
"GOIANA";2011;1;30
"GOIANA";2011;2;43
"GOIANA";2011;3;52
"GOIANA";2011;4;96
"GOIANA";2011;5;103
"GOIANA";2011;6;48
"GOIANA";2011;7;33
"GOIANA";2011;8;24
"GOIANA";2011;9;8
"GOIANA";2011;10;2
"GOIANA";2011;11;0
"GOIANA";2011;12;1
"GRANITO";2011;1;5
"GRANITO";2011;2;0
"GRANITO";2011;3;0
"GRANITO";2011;4;1
"GRANITO";2011;5;1
"GRANITO";2011;6;0
"GRANITO";2011;7;0
"GRANITO";2011;8;0
"GRANITO";2011;9;0
"GRANITO";2011;10;0
"GRANITO";2011;11;0
"GRANITO";2011;12;0
"GRAVATA";2011;1;4
"GRAVATA";2011;2;0
"GRAVATA";2011;3;3
"GRAVATA";2011;4;11
"GRAVATA";2011;5;10
"GRAVATA";2011;6;9
"GRAVATA";2011;7;3
"GRAVATA";2011;8;2
"GRAVATA";2011;9;1
"GRAVATA";2011;10;1
"GRAVATA";2011;11;0
"GRAVATA";2011;12;0
"IATI";2011;1;0
"IATI";2011;2;1
"IATI";2011;3;5
"IATI";2011;4;10
"IATI";2011;5;4
"IATI";2011;6;2
"IATI";2011;7;0
"IATI";2011;8;0
"IATI";2011;9;1
"IATI";2011;10;0
"IATI";2011;11;0
"IATI";2011;12;0
"IBIMIRIM";2011;1;0
"IBIMIRIM";2011;2;0
"IBIMIRIM";2011;3;1
"IBIMIRIM";2011;4;2
"IBIMIRIM";2011;5;0
"IBIMIRIM";2011;6;0
"IBIMIRIM";2011;7;1
"IBIMIRIM";2011;8;0
"IBIMIRIM";2011;9;0
"IBIMIRIM";2011;10;0
"IBIMIRIM";2011;11;0
"IBIMIRIM";2011;12;0
"IBIRAJUBA";2011;1;0
"IBIRAJUBA";2011;2;0
"IBIRAJUBA";2011;3;0
"IBIRAJUBA";2011;4;0
"IBIRAJUBA";2011;5;1
"IBIRAJUBA";2011;6;0
"IBIRAJUBA";2011;7;1
"IBIRAJUBA";2011;8;0
"IBIRAJUBA";2011;9;0
"IBIRAJUBA";2011;10;0
"IBIRAJUBA";2011;11;0
"IBIRAJUBA";2011;12;0
"IGARASSU";2011;1;3
"IGARASSU";2011;2;13
"IGARASSU";2011;3;27
"IGARASSU";2011;4;40
"IGARASSU";2011;5;32
"IGARASSU";2011;6;16
"IGARASSU";2011;7;7
"IGARASSU";2011;8;4
"IGARASSU";2011;9;3
"IGARASSU";2011;10;0
"IGARASSU";2011;11;0
"IGARASSU";2011;12;1
"IGUARACY";2011;1;0
"IGUARACY";2011;2;1
"IGUARACY";2011;3;11
"IGUARACY";2011;4;2
"IGUARACY";2011;5;0
"IGUARACY";2011;6;1
"IGUARACY";2011;7;0
"IGUARACY";2011;8;0
"IGUARACY";2011;9;0
"IGUARACY";2011;10;0
"IGUARACY";2011;11;0
"IGUARACY";2011;12;0
"ILHA DE ITAMARACA";2011;1;0
"ILHA DE ITAMARACA";2011;2;12
"ILHA DE ITAMARACA";2011;3;42
"ILHA DE ITAMARACA";2011;4;24
"ILHA DE ITAMARACA";2011;5;10
"ILHA DE ITAMARACA";2011;6;10
"ILHA DE ITAMARACA";2011;7;3
"ILHA DE ITAMARACA";2011;8;1
"ILHA DE ITAMARACA";2011;9;0
"ILHA DE ITAMARACA";2011;10;0
"ILHA DE ITAMARACA";2011;11;0
"ILHA DE ITAMARACA";2011;12;0
"INGAZEIRA";2011;1;5
"INGAZEIRA";2011;2;15
"INGAZEIRA";2011;3;11
"INGAZEIRA";2011;4;1
"INGAZEIRA";2011;5;1
"INGAZEIRA";2011;6;0
"INGAZEIRA";2011;7;0
"INGAZEIRA";2011;8;0
"INGAZEIRA";2011;9;1
"INGAZEIRA";2011;10;0
"INGAZEIRA";2011;11;0
"INGAZEIRA";2011;12;0
"IPOJUCA";2011;1;26
"IPOJUCA";2011;2;45
"IPOJUCA";2011;3;88
"IPOJUCA";2011;4;65
"IPOJUCA";2011;5;55
"IPOJUCA";2011;6;25
"IPOJUCA";2011;7;23
"IPOJUCA";2011;8;16
"IPOJUCA";2011;9;9
"IPOJUCA";2011;10;4
"IPOJUCA";2011;11;0
"IPOJUCA";2011;12;2
"IPUBI";2011;1;0
"IPUBI";2011;2;0
"IPUBI";2011;3;0
"IPUBI";2011;4;0
"IPUBI";2011;5;1
"IPUBI";2011;6;0
"IPUBI";2011;7;0
"IPUBI";2011;8;0
"IPUBI";2011;9;1
"IPUBI";2011;10;6
"IPUBI";2011;11;1
"IPUBI";2011;12;0
"ITACURUBA";2011;1;0
"ITACURUBA";2011;2;1
"ITACURUBA";2011;3;0
"ITACURUBA";2011;4;3
"ITACURUBA";2011;5;0
"ITACURUBA";2011;6;0
"ITACURUBA";2011;7;0
"ITACURUBA";2011;8;0
"ITACURUBA";2011;9;1
"ITACURUBA";2011;10;0
"ITACURUBA";2011;11;0
"ITACURUBA";2011;12;0
"ITAIBA";2011;1;0
"ITAIBA";2011;2;0
"ITAIBA";2011;3;0
"ITAIBA";2011;4;0
"ITAIBA";2011;5;0
"ITAIBA";2011;6;1
"ITAIBA";2011;7;0
"ITAIBA";2011;8;0
"ITAIBA";2011;9;0
"ITAIBA";2011;10;0
"ITAIBA";2011;11;0
"ITAIBA";2011;12;0
"ITAMBE";2011;1;3
"ITAMBE";2011;2;7
"ITAMBE";2011;3;30
"ITAMBE";2011;4;26
"ITAMBE";2011;5;14
"ITAMBE";2011;6;3
"ITAMBE";2011;7;0
"ITAMBE";2011;8;0
"ITAMBE";2011;9;0
"ITAMBE";2011;10;0
"ITAMBE";2011;11;0
"ITAMBE";2011;12;0
"ITAPETIM";2011;1;5
"ITAPETIM";2011;2;9
"ITAPETIM";2011;3;46
"ITAPETIM";2011;4;5
"ITAPETIM";2011;5;2
"ITAPETIM";2011;6;0
"ITAPETIM";2011;7;0
"ITAPETIM";2011;8;2
"ITAPETIM";2011;9;0
"ITAPETIM";2011;10;0
"ITAPETIM";2011;11;0
"ITAPETIM";2011;12;0
"ITAPISSUMA";2011;1;1
"ITAPISSUMA";2011;2;0
"ITAPISSUMA";2011;3;2
"ITAPISSUMA";2011;4;1
"ITAPISSUMA";2011;5;6
"ITAPISSUMA";2011;6;3
"ITAPISSUMA";2011;7;1
"ITAPISSUMA";2011;8;0
"ITAPISSUMA";2011;9;2
"ITAPISSUMA";2011;10;0
"ITAPISSUMA";2011;11;0
"ITAPISSUMA";2011;12;0
"ITAQUITINGA";2011;1;7
"ITAQUITINGA";2011;2;6
"ITAQUITINGA";2011;3;10
"ITAQUITINGA";2011;4;13
"ITAQUITINGA";2011;5;21
"ITAQUITINGA";2011;6;10
"ITAQUITINGA";2011;7;14
"ITAQUITINGA";2011;8;0
"ITAQUITINGA";2011;9;0
"ITAQUITINGA";2011;10;3
"ITAQUITINGA";2011;11;0
"ITAQUITINGA";2011;12;1
"JABOATAO DOS GUARARAPES";2011;1;9
"JABOATAO DOS GUARARAPES";2011;2;31
"JABOATAO DOS GUARARAPES";2011;3;69
"JABOATAO DOS GUARARAPES";2011;4;90
"JABOATAO DOS GUARARAPES";2011;5;51
"JABOATAO DOS GUARARAPES";2011;6;24
"JABOATAO DOS GUARARAPES";2011;7;18
"JABOATAO DOS GUARARAPES";2011;8;12
"JABOATAO DOS GUARARAPES";2011;9;4
"JABOATAO DOS GUARARAPES";2011;10;1
"JABOATAO DOS GUARARAPES";2011;11;3
"JABOATAO DOS GUARARAPES";2011;12;1
"JAQUEIRA";2011;1;0
"JAQUEIRA";2011;2;0
"JAQUEIRA";2011;3;1
"JAQUEIRA";2011;4;0
"JAQUEIRA";2011;5;2
"JAQUEIRA";2011;6;10
"JAQUEIRA";2011;7;2
"JAQUEIRA";2011;8;2
"JAQUEIRA";2011;9;0
"JAQUEIRA";2011;10;0
"JAQUEIRA";2011;11;0
"JAQUEIRA";2011;12;0
"JATAUBA";2011;1;0
"JATAUBA";2011;2;0
"JATAUBA";2011;3;0
"JATAUBA";2011;4;1
"JATAUBA";2011;5;0
"JATAUBA";2011;6;0
"JATAUBA";2011;7;0
"JATAUBA";2011;8;0
"JATAUBA";2011;9;0
"JATAUBA";2011;10;0
"JATAUBA";2011;11;0
"JATAUBA";2011;12;0
"JOAO ALFREDO";2011;1;2
"JOAO ALFREDO";2011;2;0
"JOAO ALFREDO";2011;3;0
"JOAO ALFREDO";2011;4;2
"JOAO ALFREDO";2011;5;0
"JOAO ALFREDO";2011;6;1
"JOAO ALFREDO";2011;7;2
"JOAO ALFREDO";2011;8;0
"JOAO ALFREDO";2011;9;0
"JOAO ALFREDO";2011;10;0
"JOAO ALFREDO";2011;11;0
"JOAO ALFREDO";2011;12;1
"JOAQUIM NABUCO";2011;1;0
"JOAQUIM NABUCO";2011;2;2
"JOAQUIM NABUCO";2011;3;1
"JOAQUIM NABUCO";2011;4;4
"JOAQUIM NABUCO";2011;5;1
"JOAQUIM NABUCO";2011;6;0
"JOAQUIM NABUCO";2011;7;1
"JOAQUIM NABUCO";2011;8;0
"JOAQUIM NABUCO";2011;9;0
"JOAQUIM NABUCO";2011;10;0
"JOAQUIM NABUCO";2011;11;0
"JOAQUIM NABUCO";2011;12;0
"JUCATI";2011;1;0
"JUCATI";2011;2;1
"JUCATI";2011;3;0
"JUCATI";2011;4;0
"JUCATI";2011;5;1
"JUCATI";2011;6;0
"JUCATI";2011;7;0
"JUCATI";2011;8;1
"JUCATI";2011;9;0
"JUCATI";2011;10;0
"JUCATI";2011;11;0
"JUCATI";2011;12;0
"JUPI";2011;1;0
"JUPI";2011;2;1
"JUPI";2011;3;3
"JUPI";2011;4;3
"JUPI";2011;5;2
"JUPI";2011;6;0
"JUPI";2011;7;0
"JUPI";2011;8;0
"JUPI";2011;9;0
"JUPI";2011;10;0
"JUPI";2011;11;0
"JUPI";2011;12;0
"JUREMA";2011;1;0
"JUREMA";2011;2;4
"JUREMA";2011;3;12
"JUREMA";2011;4;76
"JUREMA";2011;5;16
"JUREMA";2011;6;0
"JUREMA";2011;7;0
"JUREMA";2011;8;0
"JUREMA";2011;9;0
"JUREMA";2011;10;0
"JUREMA";2011;11;0
"JUREMA";2011;12;0
"LAGOA DE ITAENGA";2011;1;2
"LAGOA DE ITAENGA";2011;2;1
"LAGOA DE ITAENGA";2011;3;0
"LAGOA DE ITAENGA";2011;4;1
"LAGOA DE ITAENGA";2011;5;2
"LAGOA DE ITAENGA";2011;6;0
"LAGOA DE ITAENGA";2011;7;0
"LAGOA DE ITAENGA";2011;8;0
"LAGOA DE ITAENGA";2011;9;0
"LAGOA DE ITAENGA";2011;10;0
"LAGOA DE ITAENGA";2011;11;0
"LAGOA DE ITAENGA";2011;12;0
"LAGOA DO CARRO";2011;1;0
"LAGOA DO CARRO";2011;2;7
"LAGOA DO CARRO";2011;3;27
"LAGOA DO CARRO";2011;4;28
"LAGOA DO CARRO";2011;5;24
"LAGOA DO CARRO";2011;6;5
"LAGOA DO CARRO";2011;7;6
"LAGOA DO CARRO";2011;8;9
"LAGOA DO CARRO";2011;9;4
"LAGOA DO CARRO";2011;10;11
"LAGOA DO CARRO";2011;11;2
"LAGOA DO CARRO";2011;12;3
"LAGOA DO OURO";2011;1;0
"LAGOA DO OURO";2011;2;0
"LAGOA DO OURO";2011;3;1
"LAGOA DO OURO";2011;4;0
"LAGOA DO OURO";2011;5;0
"LAGOA DO OURO";2011;6;0
"LAGOA DO OURO";2011;7;0
"LAGOA DO OURO";2011;8;0
"LAGOA DO OURO";2011;9;0
"LAGOA DO OURO";2011;10;1
"LAGOA DO OURO";2011;11;0
"LAGOA DO OURO";2011;12;0
"LAGOA DOS GATOS";2011;1;0
"LAGOA DOS GATOS";2011;2;0
"LAGOA DOS GATOS";2011;3;0
"LAGOA DOS GATOS";2011;4;0
"LAGOA DOS GATOS";2011;5;0
"LAGOA DOS GATOS";2011;6;0
"LAGOA DOS GATOS";2011;7;0
"LAGOA DOS GATOS";2011;8;1
"LAGOA DOS GATOS";2011;9;0
"LAGOA DOS GATOS";2011;10;0
"LAGOA DOS GATOS";2011;11;0
"LAGOA DOS GATOS";2011;12;0
"LAGOA GRANDE";2011;1;0
"LAGOA GRANDE";2011;2;2
"LAGOA GRANDE";2011;3;0
"LAGOA GRANDE";2011;4;0
"LAGOA GRANDE";2011;5;0
"LAGOA GRANDE";2011;6;0
"LAGOA GRANDE";2011;7;0
"LAGOA GRANDE";2011;8;0
"LAGOA GRANDE";2011;9;0
"LAGOA GRANDE";2011;10;0
"LAGOA GRANDE";2011;11;0
"LAGOA GRANDE";2011;12;0
"LAJEDO";2011;1;0
"LAJEDO";2011;2;0
"LAJEDO";2011;3;0
"LAJEDO";2011;4;2
"LAJEDO";2011;5;6
"LAJEDO";2011;6;1
"LAJEDO";2011;7;1
"LAJEDO";2011;8;0
"LAJEDO";2011;9;0
"LAJEDO";2011;10;0
"LAJEDO";2011;11;0
"LAJEDO";2011;12;0
"LIMOEIRO";2011;1;20
"LIMOEIRO";2011;2;23
"LIMOEIRO";2011;3;23
"LIMOEIRO";2011;4;34
"LIMOEIRO";2011;5;20
"LIMOEIRO";2011;6;10
"LIMOEIRO";2011;7;8
"LIMOEIRO";2011;8;2
"LIMOEIRO";2011;9;5
"LIMOEIRO";2011;10;1
"LIMOEIRO";2011;11;0
"LIMOEIRO";2011;12;2
"MACAPARANA";2011;1;1
"MACAPARANA";2011;2;1
"MACAPARANA";2011;3;2
"MACAPARANA";2011;4;4
